geneNames	GSM1337304	GSM1337305	GSM1337306	GSM1337307	GSM1337308	GSM1337309	GSM1337310	GSM1337311	GSM1337312	GSM1337313	GSM1337314	GSM1337315	GSM1337316	GSM1337317	GSM1337318	GSM1337319	GSM1337320	GSM1337321	GSM1337322	GSM1337323	GSM1337324	GSM1337325	GSM1337326
MMP15	46.4	28.1	16.6	6.6	9.2	10.4	46.8	37.7	12.6	17.8	13.2	27.1	63.8	20.3	24.3	6.2	5.9	11.4	8.2	24.7	16.3	18.9	13.2
MMP16	64.125	37.225	50.425	63.5	64.975	51.75	49.05	59.2	68.375	77.225	72.875	47.525	49.6	46.4	47.525	52.65	47.625	52.75	62.1	64.475	64.675	38.175	45.975
MMP17	70.3	19.5	27.9	15.9	35.9	36	17.9	105.1	70.3	51.8	41.9	21.6	28.5	12.4	40.2	40.8	67.2	36.7	56.1	18.9	66	12.2	35.9
MMP19	913.7	272.85	419.1	2951.4	503.85	383.2	392.55	388.25	402.35	1270.95	336.7	362.65	461.1	354.7	562.5	416.4	271.15	266.7	386.6	650.95	432.65	1276.85	991.55
MMP2	15179	8245.6	7648	3259.7	3892.6	7046.3	13725.3	6981.6	6969.6	6650.1	9236.1	9379.2	7148.9	7051.5	4323.5	10184.5	9178.9	8398.4	5742.3	5715	9118.9	7454.5	12336
MMP20	18	20.8	8.3	10.7	10.8	7.9	6.3	5	3.6	67.4	6	6.8	4.6	7.4	11.1	3.3	4.8	14.7	4.1	7.3	9.5	4.9	10.4
MMP24	15.25	63.25	49.75	50.7	41.55	33.7	20.25	19.35	14.1	46.55	22.1	38.2	44.05	56.7	35.2	38.45	59.25	13.2	56.2	33.5	40	57.7	28.75
MMP24-AS1	381.266666666667	530.666666666667	661.4	651.7	496.033333333333	708.4	497.3	521.433333333333	549.333333333333	561.8	629.1	441.4	487.933333333333	503.6	518.4	465.433333333333	585.533333333333	402.166666666667	392.966666666667	427.366666666667	481	497.4	549.966666666667
MMP25	216.75	191.55	138.05	769.15	184.45	124.9	152.5	156.9	219.15	230.4	284.05	171.15	187.65	195.1	145	187.85	274.95	245.9	198.3	215.15	173.25	189.5	335.65
MMP26	44.2	109.8	103.4	85.2	135.7	82	55.2	55.3	22.1	52.9	109.4	62.4	71.4	53.9	53.5	48.8	59.7	15.1	46.3	69.7	58.7	12.1	27.8
MMP27	74.3	86.3	71.9	88.3	160.1	48.1	44.7	38.2	76	66.4	63.5	80.6	70.1	96.8	72.5	49.2	63.5	57.8	56.6	85.1	76.3	57.7	79.6
MMP28	19.6	71.2	109.2	11.2	44.7	94.6	62.6	65.4	117.9	22.1	11.1	90.8	15.9	33.7	133.1	23	26.1	27.2	98.6	55.1	157.2	8.7	25
MMP3	553.1	3292.5	757.1	13256.1	1930.2	568.8	5975	14632	17330.9	13907.3	17702.4	1403.5	11991.1	15023.8	1093.2	12338.8	11349.7	14600.6	1918.5	14424.6	11033.9	15564.8	14974.5
MMP7	355.3	118.6	134.5	146.4	271.6	105.6	66.5	69	92.6	252	213.2	130.4	108.9	86.3	408.7	152.9	109.7	82.8	105.3	128.5	137.5	97.5	129.2
MMP8	126.4	104.8	65.9	14.5	53.2	27.3	56.1	22.6	79.2	97	94.8	30.3	77.1	73.5	206	76.7	59.3	8.6	7.2	69.6	62.8	78.5	17.7
MMP9	18595.8	283.2	221.1	1892.1	404.3	207	6876.6	466.5	410.2	562.3	642.7	181.2	3985.9	1437.7	3656	1624.7	4168.8	1984.7	3633.7	11228.5	436.9	447.7	1020.6
MMRN1	438.4	220.6	261	47.4	94.1	62.7	152.8	63.6	64	61.8	57.7	250.2	178.3	91	209.6	198.1	73.2	183.7	118.6	99.7	206	70.9	74.2
MMRN2	1533	1146.7	1473.3	345.1	424.1	401.7	894.1	674.9	406.1	410.6	541.4	2271.2	1097.1	413.9	1713	981.8	346.2	865.2	760.4	1009.6	1943.8	653.8	574.6
MMS19	573.9	382.6	437.4	540.5	386.5	472.3	509.1	628.3	639.1	496	369.6	447.3	371.7	461.2	519.6	502.2	498.8	516	620.9	541.2	614.6	603	577.4
MN1	156.6	502.8	361.3	214.8	182.6	230.3	463.8	873.7	897.4	410.2	1022	1280	497.6	748.2	687.6	394.4	532.6	312.6	315.7	513.7	930.8	355.4	292.9
MNAT1	128.5	166.2	233	166	162.8	295.9	139	222.8	228.3	196.2	164.8	208.7	70	132.4	260	173.3	186.7	185.9	219.1	196.1	204	234.7	143.8
MNDA	861.3	1011.3	403.7	4815.4	565.5	430.5	546.8	1117.3	860.2	1049.9	699.3	416.4	1494.6	1488.7	623.3	961.9	1096.3	1806.9	893.7	749.3	846.5	1087.2	1151.3
MNS1	123	198.3	114.4	61	78.4	66.1	300.6	137.1	145.4	155	119	206.3	224	96.1	160.9	122.1	122.4	204.1	166.1	121.3	193.1	98.8	98.8
MNT	892.3	973.5	639.2	701	621.9	372	690.9	802.1	697.7	505.9	774.1	855.8	667.7	641.6	457.1	506.3	549.3	344.1	529.7	568.8	679.6	476.3	633.2
MNX1	17.9	20.3	23.2	28.6	24.9	13.7	5.8	32.9	98.2	61.1	12.9	8.6	15.9	7.4	41.6	38.2	18.7	13.9	17.8	17.6	18.3	20	35.2
MOAP1	454.6	893	824.6	248.5	448.2	718.4	611.7	633.5	706.2	520.9	654.7	754.3	623.2	632.9	1152.9	526.1	868.2	641.7	514.4	612.5	576.9	605.5	329.7
MOB1A	663.9	681.625	661.1	889.325	796.8	807.275	782.55	719	682.4	817.9	858.95	673.3	860.275	1035.825	633.025	996.3	875.175	963.225	927.675	771.2	691.525	1068.325	944.7
MOB3B	231.1	251.4	239.8	368.4	200.8	242.8	199.8	201.8	324.2	309.4	324.5	219.8	283.8	222.9	247.2	256.8	184.3	267.7	172.1	313.2	231.2	303.3	362.7
MOB4	755.8	1002.6	1092.8	896.7	1011.3	1485	1153.7	821.6	768.6	1089.7	1054.9	1241.4	1226.3	1010.9	1395.8	1146.5	1158.1	1148.8	927.6	772.7	798.5	980	799.5
MOBP	55.55	58.05	58.8	75.7	71.7	66.55	51.95	57.9	52.35	26.25	55.35	51.35	64.95	44.85	50.5	29.9	36.05	50.15	39.2	66.85	30.8	49.3	86.05
MOCOS	114.9	120.7	345.6	310.2	284.8	376.3	140	190.4	251.3	148	165	97.2	158.4	351.1	114.3	260.1	106.1	235.9	165	170.3	115.8	196.3	170.8
MOCS1	142.95	167.1	289.7	84.65	207.95	285.35	212.8	189.25	105	191.05	143.45	187.1	138.7	120.75	294.35	98.7	127.6	143.05	146.2	128.7	134.9	141.8	151.75
MOCS2	352.2	340.8	419.5	106.1	318.4	289.2	456.9	350.8	230	245.4	363.5	369.7	421.3	342.4	535.1	388.1	313.5	312.8	351.4	404.7	372	353.9	211.2
MOCS3	151.8	80.7	80.4	145.9	92.8	93.8	85.8	94.9	90.3	130.1	70.9	101.4	89.6	93.1	89.4	74.9	109.6	110.4	75.5	115.2	83.3	101.7	145
MOG	50.3666666666667	49.4666666666667	63.1666666666667	48.5333333333333	80.5666666666667	40.5666666666667	16.8	33.8666666666667	41.3666666666667	37.5666666666667	56.9666666666667	34.7333333333333	44.2666666666667	31.1666666666667	37.1666666666667	38.5666666666667	15.7	23.3666666666667	19.5666666666667	58.2	47.3	39.8666666666667	33.8666666666667
MOGAT2	126.8	161.2	58.2	80.1	168	91.6	73.1	81	104	136	67.1	23.8	137.7	60.7	50.6	90.1	73	34.4	114.4	33.1	110.3	157.6	155.5
MOGS	339.4	333.3	345	298	303.1	249.1	285.2	300.4	315.2	402.4	266.6	246.3	367	347.3	281.5	416.9	334.5	294.7	376.3	526.7	388.8	450.3	411.5
MOK	212.9	151	237.1	205.3	280.3	182.8	267.6	249.6	168.1	243.2	240.5	215.9	200.5	269.6	204.2	186.1	169.3	205.4	170.8	279.7	201.6	254.3	196.1
MON1B	95.9	132.4	89.2	78.1	120	90.2	138.4	150.6	118.4	183.8	185.7	99.7	112.7	123.1	148.5	177.9	86.5	171.2	214.4	123.9	137.6	127.6	117.9
MON2	373.75	348.25	426.15	344.8	423.1	350.15	292.05	279.85	368.2	298.15	265.9	428.85	416.2	431.1	344.2	340.75	401.4	389.95	585.55	466.85	490.05	565.15	333.15
MORC1	2.6	1.3	4.2	6.6	4.4	19.3	1.9	21.8	7	16.3	4.6	2	10.5	7.7	4.4	5.9	5.3	2.7	12.4	5	4.9	20.5	1.2
MORC2	436.6	381.5	445.55	305.45	347.3	352.4	208.45	278	309.2	252.15	216	324.3	309	312.6	309.9	213.65	176.25	280.6	338.9	306.85	286.6	244.55	270.4
MORC3	397.9	524.4	551	467.5	457	244.6	150.8	233.3	215.9	187.3	249.5	461.7	314.7	452.1	434.6	241.3	203.4	352.1	506.3	264.7	490.9	408.7	268.3
MORC4	369.2	848.4	437.2	552	514.8	652	609.6	680.2	862.6	489.2	417.7	645.2	499.8	474.9	643.4	423.1	379.2	295.4	297.4	344.3	1104.2	378.9	434.3
MORF4L1	3353.45	3232.3	3517.6	3497.8	3103.75	2624.35	2204.25	2303.4	2272.65	2115.85	2906.75	3668.65	3085.45	4398.9	3201.95	3411.05	4022.15	2302.4	2767.05	2635.5	3536.75	2998.65	2406.95
MORF4L2	7137.2	6410.9	6462.6	6910.7	7199.9	5871	5610.9	4638.7	5432.2	5041	4637.8	4252.5	5467.8	5813	4436.3	4197.3	4026.3	4140.1	4988.9	5383.5	5818.6	5145.8	5002.5
MORN1	13.4	17.2	23.4	29.6	27.6	43.8	52.9	41.6	47.2	47.1	20	19.1	17.6	31	26.8	15.1	23.5	15.7	21.4	12.3	20.7	12.5	35.9
MOS	94.4	95.4	114.2	117	99.8	74	69.9	57.2	52.8	88.9	148.8	96.2	119.8	95.7	63.3	79	50.2	58.2	47.8	115.7	69.5	106.4	110.3
MOSPD1	469.6	361.8	396.6	371.8	332	252.9	305.9	210.1	303.5	254.1	364.1	427.5	533.2	353.5	311.8	354.9	327.5	291.5	347.4	478.8	473.6	431.5	321.5
MOSPD2	277.6	309	297.05	433.05	373.8	396.35	328.35	259.85	394.35	303.4	329.3	404.2	381.4	317.1	313.3	243.75	199.35	291.15	310.95	347.95	376.15	321.65	304.15
MOSPD3	388.1	365.4	360.8	249.1	295.4	395.5	396.4	315.6	364.3	436.9	324.1	410.5	426.5	316.4	397.5	506.8	376.7	391.7	451	405.4	407	371	499.3
MOXD1	185	188.1	178.9	122	195.6	69.1	69.2	67.4	130.5	120.9	446.3	103.4	535.6	351.6	114.3	158.8	331.7	363.2	300.7	179.8	182.1	185.7	209.3
MPC1	770.1	922.1	1590.8	643.4	907	1229.6	947.9	976.9	913.3	842.1	713.2	716.9	683	727.5	915	688.3	848.1	687.3	765.1	746.2	773.8	815.2	617.1
MPC2	936.9	1297.7	1495.7	916	1350.8	1246.9	1031.8	1155.4	1026	1256.7	1003	1394.9	1006.5	969	1459.6	1029.6	1103.7	959.5	998.5	1287.7	1524.3	1684.3	826.9
MPDU1	665.1	715.8	454.3	935.5	758.6	608.6	615.8	571	596.9	827.7	628.7	468.4	501.6	541.1	411.1	578.1	500.4	706.2	527.7	612.5	444.3	564.6	846.5
MPDZ	544.95	428.3	644.65	214.1	476.85	522.25	437.6	433.2	442.3	406.3	498.7	1115.55	671.55	307.3	466.45	426.95	234.45	336.7	387.6	596.25	882.25	495.3	351.85
MPG	421.3	518.2	361.1	285	262.2	532.6	485.2	438.8	490	503.1	631.2	496.3	467.4	411.7	375.5	440.9	528.9	406.3	528.6	393.8	297.3	435.1	387.5
MPHOSPH10	436.7	415	365	616.9	358.8	846.8	693.7	340.5	382.9	359.8	492.5	481.3	649.4	533	635.3	460	769.4	470.2	399.9	445.6	474.9	461.4	327.9
MPHOSPH6	989	595.2	582.9	1027.3	809.5	489	537.2	532.3	418.8	551.6	886.2	501.1	695.9	982.8	587.5	768.5	783.5	940.3	910.4	1009.8	689.7	1091.9	687.8
MPHOSPH8	641.2	731.4	824.7	461.8	639.4	1078.8	768.9	1018.3	1168.4	823.9	807.7	950.4	661.3	879.5	1029.6	655.6	743.4	727	1304.1	845.9	879.4	849.4	660.6
MPHOSPH9	75.5	39	39.3	11.55	17.2	11.55	36.65	38.55	40.7	19.85	32.2	25.7	66.3	92.5	35.8	21.25	40.95	55.05	130.1	84.65	57.4	53.9	15.45
MPI	305	242.6	184.6	155.7	219.7	194.9	118.5	208.9	223.1	224.9	217.9	255	347	123.3	247.9	278.9	107.3	238.1	180.3	340.4	165.7	179.5	183.2
MPL	41.4	18.3333333333333	22.6666666666667	22.6	37.5333333333333	17.1666666666667	10.0666666666667	53.8	24.9666666666667	20.4	13.1	14.5666666666667	18.4333333333333	22.5333333333333	17.1333333333333	19.0666666666667	29.1	17.3333333333333	9.63333333333333	14.8666666666667	39	24.9333333333333	20.5666666666667
MPO	67.3	38.8	38.7	43	66.6	48.55	44.9	37.15	42.6	7.65	60.3	52.25	27.2	22.05	31.55	39.45	24.8	32.6	33.5	48.6	24	39.75	42.45
MPP1	1252.5	1904.7	924.5	1901.1	1858.9	2072.3	2322.3	2127.6	1748.2	2543.3	1611.8	1258.6	1628.1	1768.2	1077.5	1792.1	1622.7	2107.1	1856.8	1436.5	2014	2163.2	1838.6
MPP2	184.95	196.2	163.05	209.5	258.75	184.35	107.25	132.55	170.2	170.75	165.45	211.1	228.7	162.25	150.3	129.25	87.1	132.8	150.9	236.45	203.85	127.25	152.5
MPP3	298.9	289.4	279	365.7	397.2	133.5	151.8	87.6	222.1	264.3	220.4	225.7	250.5	180.6	208.7	260.8	178.1	201.5	241.8	354.6	266.7	263.6	228.5
MPP5	149.5	98.4	105.7	97.9	86.3	180.2	97.4	153.1	172.7	156.4	125.3	184.4	136.2	155.3	165	157.4	93	172.1	113.3	65.9	139.6	114.3	119.5
MPP6	43.6	89	95.1	225.3	208.9	81.9	6.7	8.8	73	40.2	31.2	38.6	13.4	49	8.8	30.1	38.2	6.7	10.5	21.4	7.4	8.8	46
MPPE1	545.633333333333	541.766666666667	570.633333333333	279.7	203.7	553.966666666667	545.4	771.866666666667	674.333333333333	634.633333333333	489.233333333333	488.466666666667	523.466666666667	392.4	541	474.8	684.666666666667	582.4	692.133333333333	561.8	668.433333333333	676.466666666667	484.266666666667
MPPED1	148.9	180.7	79.4	162.6	125.9	90.1	133.9	91.8	28.9	150.9	207.1	103.6	24.5	103.6	128.7	27.6	70.7	93.5	115.1	134.5	207.8	157.8	110.4
MPPED2	69	83.3	162.55	44.1	72.1	101.1	62.8	82.75	76.4	63.05	39.45	54.1	44.1	52.8	81.95	45.15	35.85	52	56.2	45.35	114.6	53.3	28.25
MPRIP	1758.23333333333	1129.43333333333	1337.13333333333	1213.46666666667	1472.06666666667	1151.43333333333	1696.43333333333	1415.66666666667	1288.93333333333	1274.63333333333	1405.56666666667	1243.06666666667	1769.06666666667	1699.46666666667	1917.4	1416.56666666667	1660.66666666667	1570.83333333333	1237.73333333333	1706.76666666667	1481.46666666667	1132.7	1247.6
MPST	696.6	703.4	1164.3	176.2	397.9	1319.3	876.6	917.5	868	843.2	656.3	515	540.3	547.3	628.1	571.5	548.1	643.7	573	625.9	653.9	649.8	812.2
MPV17	660.8	814.6	477.5	286.9	382.3	586.4	1076	913.6	823.7	1231.3	986.4	887.1	853.2	1045	848.9	985.7	942.9	1045.3	821.8	1060.5	957.3	1129.4	781.9
MPZ	23.9	116.7	126.4	156.3	103.6	75.9	123.2	103.8	91.2	92.8	103	44.9	20.9	43.1	161.5	20.8	45.7	70.9	61.1	56.7	63.5	58.1	117.3
MPZL1	616.88	502.36	609.54	629.02	526.76	790.3	796.3	584.76	582.12	653.34	667.84	550.74	419.4	452.16	742.7	609.12	448.36	523.58	479.02	560.36	609.26	492.64	645.22
MPZL2	337.9	69.95	81.45	135.75	157.2	49.15	47	20.55	11.7	36.75	46.05	132.35	164.55	28.1	39.8	46.8	28.15	27.65	91.2	31.3	73	34.15	21.3
MR1	186.94	269.36	127.46	150.98	207.66	162.6	152.88	189.16	214.68	183.86	261.62	161.18	221.46	234.36	149.22	278.78	172.64	218.52	238.66	223.56	177.32	216.84	198.8
MRAS	63.9	36.8	21.2	39.7	10.3	37.6	45.3	16.8	64.8	126.9	12.7	31.5	24	26	50.7	12.2	15.7	12.4	11.8	56.3	8.9	30.8	101.5
MRC1	2149.4	4852.4	3033.5	1038.4	3728.9	6326.2	1589.6	2193.3	1668.6	3860.5	2082.4	2608.6	2334.8	2724.7	2098.8	2454.4	1835.1	2989.2	2588.3	1951	3210.8	3037.9	2895.5
MRC2	2364.2	2131.25	833.7	1081.95	1062.5	2089.65	4910.05	3340.4	3565.1	1528.7	2669.6	2305.4	2264.8	2051.35	1693.7	2348.4	1832.05	2116.6	1442.6	1376.85	1984.2	1074.25	1750
MRE11A	116.8	125.55	98.25	72.4	116.75	124.25	128.3	89.9	101.85	100.05	153.15	95.7	113.4	163.15	99.25	78.05	145.95	145.1	211.05	74.75	90.6	119.25	115.65
MREG	145.8	139.1	193.7	126.1	116.1	141.6	141.6	86.5	64.8	169.2	343	164.6	220.8	411.9	412	271.4	465.2	307.1	514	526.5	134.2	521.8	323.5
MRFAP1L1	1169.3	1292.3	1346.2	1212.3	1053.9	1512.3	1410.7	1156.8	1118.9	1113.7	1172.8	1497.6	1372.5	1689.1	1663.5	1398.7	1961.4	1139.2	1076.2	1216.2	1676	1495.8	929.7
MRGBP	411.4	492	339	444.1	313.6	456.6	215.6	132	395.2	181.2	345.5	339.3	481.4	359.1	341.1	467.5	335.1	359.8	507.2	389.3	355.4	413.4	390.1
MRM1	143.9	181.6	171.5	217.4	131.1	230.5	53	105.6	89.6	182.4	165.8	92.7	137.4	80.7	155.1	23.4	42	162.1	145.1	103.6	114.3	99.4	159.3
MROH7	102.3	68.9	34.5	34.5	37.7	23.2	12.6	81.9	59.6	47.3	31.2	27.5	61.8	19	52.9	15.7	13.2	18.8	61.1	66.3	61.3	139.5	27.7
MROH9	2.5	6.7	19.9	20	8.9	17.3	13	8.7	48.7	21.6	40.3	17.4	22.3	24.1	14.5	3.2	3.6	6.8	10.2	33.3	12.5	26.1	4.9
MRPL11	633.7	937.6	720.1	652.8	536.2	501.8	433	498.2	590.6	734.9	737.2	578.8	648	510.4	604.7	561.1	720.2	549.8	414.8	717.9	548.6	625.4	533.4
MRPL12	377.7	414.2	188.3	641.6	650.4	283.6	447.1	236.6	370	326.7	349.3	230.8	360	410.6	346.9	310	403.6	355.7	283.6	434.3	302.1	197	413.4
MRPL13	327.8	359.6	262.2	639.5	538.8	300.9	251.3	220	191.5	318.8	468.1	396.6	402.4	462.6	388.9	399.3	431.3	341.4	318.1	388.6	376.9	414.6	310.7
MRPL15	1169.7	1082.9	919.9	1658.3	1347.6	1061.7	990.5	701.4	690.4	888.4	2024.5	1076.2	1087.8	1095.4	1014.1	1196.4	1192.6	1229.3	1152.5	1604.9	1027.7	1362.7	922.2
MRPL16	761.2	647.4	787.2	555.4	774.7	629.6	1035.7	803.9	644.6	683.1	829	880.5	1023.2	929.3	898.1	860.9	1100.7	936.1	858.8	862.6	902.3	762	643.4
MRPL17	588	764.4	459.9	1116.3	569	795.8	770.3	648.2	666.4	879.3	845.8	668.2	805.7	915.7	499.7	769.3	758.5	957.7	678.3	796.3	554.3	662.2	591
MRPL18	902.3	989.3	1080.6	954.4	1229.1	1366.4	1203.7	1088.7	1064.3	1170.6	1496.8	1536.9	1478.4	1541	1694	1508.5	1335.6	1440.6	1102.9	1368.5	1317.5	1353.8	1204.4
MRPL19	180.2	180.9	171.2	90.6	283.1	45	84.1	94.3	65.7	55.7	65.7	117.1	148.7	70.2	105	142.9	72.2	126	158.9	114.9	120.3	130.2	94.2
MRPL2	150.6	320	316.7	294	239.3	462.1	370.9	384.3	355.6	389.8	440.4	237.2	256.3	346.8	384.3	208.9	308.2	272.7	384.1	328	318.3	306.6	215
MRPL20	571.5	596.25	682.3	867.7	940.75	567.25	369.2	361.65	438.5	443.2	465.5	455.5	555.05	586.45	517.1	472.1	541	469.1	433.1	428.05	412.7	493.85	333.15
MRPL22	390.3	538.2	659.5	538.4	620.6	635.6	471.1	282.7	318.8	315.3	548.4	547.1	546.6	441.9	522.1	421.6	476.8	442.6	444.8	622.2	527.5	525.8	393.8
MRPL23	565.1	1087.8	985.3	673.5	586.4	1040.4	896.5	941	841.7	703.3	821.2	536.6	679.6	800.5	763.4	832	967.6	660.5	624.8	637.1	629.2	535.9	766.7
MRPL24	1022.6	1355.6	1339.7	1020.9	1430.5	1184.7	932.5	894.5	888.9	958.9	1078.8	1131.6	1261	1033.1	1226.1	819.7	878.6	850.4	650.2	1133.9	1115.2	1144.6	866.5
MRPL28	508.2	494	498.9	455.9	496.2	560.9	556.5	693.3	661.7	680.5	464.7	483.1	528.8	538.5	511.6	550.9	496.9	450.2	538.8	447.3	518.1	490.4	617.7
MRPL3	2154.2	2033.8	2439	5149.9	5087.8	3369.7	2011.3	1642.5	1774.4	1746.7	2167.9	2254.6	2728.6	2345.8	2175.7	2283.1	2048.2	2278.5	2336.2	2310	2336.3	2723.2	1816.1
MRPL33	1761.3	1223.5	2004	962.6	1650	1122.2	795.9	956.6	989.4	1127.4	1869.8	1594.8	1683.9	1057.6	866	1281.6	758	938.6	1189.4	1755.2	1621.1	1364.7	910.6
MRPL34	571	647.2	640.8	308.9	405.8	899.2	857.5	815	716.2	759.8	732.6	932	634.3	742.8	959.5	725.2	1043.8	801	613.3	576.7	762	708.3	574.1
MRPL35	373.7	324.8	141.5	229.2	190.3	436.4	465.7	332.1	382	521.9	439.7	268.3	326.1	424.7	293.9	326	395.2	473.2	385.5	382.6	239.8	479.4	477.2
MRPL39	469	534.8	506.9	511.5	589.5	511.4	502	353.4	372.7	481.2	523.4	558.3	540.9	384.2	571.4	498.9	616.6	507.7	482.7	541.2	369	517.5	376.1
MRPL4	109.4	196.1	385.2	635.3	503.4	453.1	493.2	365	308.9	330.8	517.2	312.3	279.6	394.1	464.6	312.5	522.2	492.6	401.8	531.9	290.8	339.8	416
MRPL40	489.4	687.2	894.3	314.6	455.7	835.2	821	764.2	650.6	639.8	711.7	834.7	859.3	910.5	989.6	815.8	1107.9	819	741.3	887.7	782	905.1	635.6
MRPL41	15.3	25.3	15.3	24.1	20	30.2	5.8	18.8	8.2	10.2	75.7	13.3	30.7	14.5	13.5	13.8	14	24.7	11.4	22.8	19.5	13.5	11.4
MRPL42	554.5	544.7	565.2	908.1	750	612.2	415.5	633.6	534.8	675.9	436.5	621.4	753.6	422.8	707.8	801.5	689.6	779.2	566.5	795.6	573.4	614.8	430.9
MRPL44	94.8	90.5	146.1	97.3	107.5	20.9	55.7	34.2	22.9	62.8	46.4	90.8	86.1	102.4	67.5	87.2	64	54.6	74.1	113.5	216	73.7	76
MRPL46	363.3	608.5	751.1	383.7	405.7	505.6	357	321.4	327	376.2	358.1	420.8	354.7	354.3	383	276.9	419.4	320	304.7	377.1	401.3	289.6	328.7
MRPL48	409	573.2	501.4	316.1	386.7	488.4	594.8	459.1	418.8	471.6	649.1	769.7	617.7	645.8	600.6	556.1	652.5	516.5	518.1	758.4	564.6	591.2	416.6
MRPL49	1241.6	1293.3	1233.6	995.8	1042.8	1783.1	1298.2	1176.5	1075.5	1113.4	1721.3	1471.2	1648.9	1246	1952.5	2062.3	2209.4	1865.5	1666.6	1506.9	1277.7	1419.7	1183.9
MRPL52	156.1	126	171.5	208.4	192.2	116.5	84.9	68.8	139.6	130.2	113.6	56	134.9	122.8	105.6	57.7	113.9	49.7	123.2	131.2	119.1	59.7	125.6
MRPL57	1652	1760.15	1801.1	1228	1394.9	1818.05	1575.9	1538.65	1809.65	1630.75	1880.65	1646.7	1684.55	1799.95	1333.75	1336.35	1409.25	1384.95	1285.65	1313.45	1475.25	1021.05	1554.3
MRPL9	589.2	765.2	913	784.65	787.2	572.7	533.7	560.25	591	537.3	507.35	561.6	654.55	681.35	664.05	526.9	658.05	518.1	667.05	490.55	522.2	521.45	474.2
MRPS10	647.3	752.3	741.9	1026.3	875.6	612.6	640.7	502	536.2	628.6	419.2	623.1	687.9	834.4	435.9	804.5	881.7	495.9	578.6	399.7	633.4	543.4	524.7
MRPS11	275.1	243	217.45	278.3	316.65	221.15	290.35	311.7	252.9	297.55	195.5	190.95	283.25	205.35	220.15	328.7	283.7	281.05	276.6	258.2	232.75	199.35	278.7
MRPS12	201.575	182.45	141.3	470.55	335.025	215.675	165.1	137.375	139.775	159.6	142.875	132.2	147.25	125.025	144.325	185.75	201.8	173.925	138.475	173.3	162.75	168.1	172.55
MRPS14	505.3	678.15	789.35	507.95	623.8	803.95	646.7	576.75	615.45	643.1	1052.05	744.45	789.95	770.6	734.25	722.35	727.4	681.5	741.6	905.35	766.9	662.35	660.95
MRPS15	314.6	254.7	482.5	406.5	487.3	226	189.7	147.6	189.8	185.1	175	356.2	332.6	333.6	452	258.2	209.2	273.7	183.5	250	270.9	258.2	133.3
MRPS16	398.7	388.7	488.6	243.4	384.2	383.2	295.1	326.1	279.2	407.9	429	369.3	430	524.7	487	441.5	467	441.8	442.7	373.8	249.4	415.4	387.8
MRPS17	517.6	565.1	643.7	993.3	826.6	496	441.8	322.7	344.6	556.3	516.9	534.6	599.7	511.5	518.8	469.3	416.8	433.5	440	541	377.5	508.9	425.1
MRPS18A	305.25	445.75	419.05	398.15	408.55	394.65	429.85	411.15	367.65	351	375.55	389.6	372.8	351.15	394.55	408.05	462.85	364.65	376.05	476.1	355.55	461.75	312.15
MRPS18B	464.85	1026.05	839.35	464	610.15	693.4	545.5	518.3	495.25	437.85	501.9	512.05	519.8	511.85	537.6	503.3	489.7	447.8	666.6	483.75	439.95	469.65	470.8
MRPS18C	69.4	14.5	95.3	41.2	58.4	27.3	17.1	30.6	6.6	10.9	60.1	37.5	37.8	29.7	42.1	60.6	32.9	8.2	30	5.7	36.4	23	15.5
MRPS2	371.6	256.6	391.1	675.2	386.3	480.2	348	293.6	293.1	319	413.6	276.7	395.9	317.7	349.2	450.3	465.1	382.8	362.7	308.8	304.3	421.5	292.8
MRPS22	872.9	1007.9	1144.3	1158.6	1400.7	1065.9	1002.6	667.9	1010.8	1083.4	1006.6	1104.5	815.4	892.5	1150.7	1088.3	1193.1	778.5	1025.4	1146.7	856.1	960.2	865.9
MRPS27	808	1090.4	1291.2	996.1	981.6	760.9	656.7	736.2	616.9	540.6	730.5	1015.3	886.5	734.3	943.9	782.1	932.9	945.8	1286.6	942.3	846.3	757.3	534.1
MRPS28	347.1	658.2	503.6	660.7	590.3	500.4	242.3	395.8	346.9	394.9	453.2	496.3	387.8	408	462.8	434.3	530.1	559.8	397.9	378.9	403.9	398.5	325.9
MRPS30	418.75	288.1	455.45	377.5	514.25	356.6	274.7	238.5	279.05	258.15	370.2	473.05	445.8	400	334.35	290.1	308.95	231.65	254.05	382.3	360.6	292.85	244.2
MRPS31	276.9	319.9	318.85	257	293.2	392.8	398.05	383.5	376.4	294.45	313.4	255.15	269.5	368.7	434.75	376.5	539.15	423.5	515.5	405	244.65	481.5	247
MRPS33	771.6	889.7	1184.4	384.2	678.5	819.5	829	694.2	676.6	685	985.1	1072.6	1024.3	1216.1	728.7	946.7	1258.6	959.8	841	952.8	716.1	716.8	523
MRPS34	252.9	289.4	207.3	209	205.6	482.1	441.4	380.7	412.9	415.3	337.9	206.1	314.4	321.3	319.1	236.6	336.3	325.4	236.4	254.7	244.5	277	396.7
MRPS35	995.2	1190.2	1053.2	1996.3	1610.9	1766.2	1123.3	1142.9	1207.5	1131.4	1301.9	1268.6	1390.2	1366.2	1208.3	985.8	1250	1554.6	1075.1	1348.8	1341.5	997.2	1480.5
MRPS7	587.6	541.3	569	881	616	635.9	645	517.5	511	569.6	671.7	610.7	620.7	668.8	671.2	608.2	754.9	840.2	502	837.9	500.8	645.5	646.9
