geneNames	GSM302859	GSM302864	GSM302866	GSM302870	GSM302872	GSM302882	GSM302896	GSM302900	GSM302924	GSM302927	GSM302933	GSM302943	GSM303364	GSM303366	GSM303368	GSM303520	GSM303522	GSM303523	GSM303525	GSM303531	GSM303533
IVL	150.519	120.765	121.013	112.319	157.076	94.6326	141.919	116.16	50.6447	116.217	75.24	119.564	163.775	109.976	110.641	111.631	126.735	39.253	117.756	134.114	83.1762
IVNS1ABP	1405.19	743.243666666667	1090.553	2129.30333333333	598.103666666667	933.751333333333	788.868	872.037333333333	656.773333333333	877.505	558.258	705.898666666667	813.208666666667	1180.57566666667	997.753	747.071333333333	1164.91033333333	522.611333333333	697.545	639.219333333333	941.179333333333
IZUMO4	50.72455	29.41605	85.44215	40.86925	32.74145	55.4168	25.95175	31.2517	31.10542	9.97416	32.35035	16.26315	50.7935	31.83086	53.12815	74.1075	40.76365	46.12475	80.79215	67.3259	81.1636
Igk	119.222	72.5419	248.204	153.993	38.0602	39.6284	186.411	17.1291	121.899	49.7167	141.636	159.8	324.617	115.089	204.783	86.2942	155.555	24.5115	23.1586	83.5242	16.9771
JADE1	518.576	603.405	1014.74	625.578	708.46	647.143	541.458	666.424	1171.94	433.254	849.026	478.439	499.263	468.512	494.489	357.843	874.322	394.915	552.668	591.007	298.172
JADE2	381.02315	426.84655	436.7045	150.667305	740.5359	565.104155	579.281015	446.20033	676.30545	418.27425	709.3673	517.0847	622.60445	417.882815	390.63886	399.0469	248.657495	354.1923	434.17215	428.1638	364.3967
JADE3	117.581	112.932	151.409	106.514	87.5427	100.756	121.538	108.94	96.3353	117.765	69.5263	87.2257	69.9836	133.442	67.2714	74.6736	146.921	97.9969	38.5243	59.5323	71.3672
JAG1	1134.3973925	1048.449465	1224.37115	985.2765675	760.816875	2075.81045	1031.39303	947.28778	1768.3850325	619.3025725	397.1268	547.6696	912.676175	1598.451675	659.684975	446.772475	1182.21685	865.30675	469.5374	540.286725	805.81835
JAG2	884.204	804.2945	557.5915	309.511	707.6705	813.572	798.0205	651.796	729.927	559.9865	456.7575	580.9	586.6245	1094.1995	328.566	436.3435	315.89	906.7515	579.014	506.0955	682.576
JAK1	3389.32	2740.02	3715.56	2857.7	3850.4	3809.42	4026.07	4051.79	3786.08	4203.59	5228.87	4035.68	3542.58	3625.63	3449.94	3107.21	2754.08	3091.26	3374.35	3085.89	3681.27
JAK2	325.7535	218.3495	208.617	178.3984	409.7955	275.9705	488.443	412.0045	289.985	546.623	372.51495	658.8485	378.607	214.17765	529.9275	435.8445	281.941	194.5922	198.8731	141.625	212.2937
JAK3	128.802876666667	105.01439	128.89011	127.8778	105.640913333333	99.1946866666667	142.398116666667	111.30098	77.6378333333333	85.6799033333333	98.6044933333333	88.8702	150.01164	100.619483333333	96.0935533333333	147.173703333333	133.03935	78.109	135.962996666667	133.114996666667	138.729163333333
JAKMIP2	71.7096	46.26105	67.67055	43.9164	95.79065	75.6706	107.0835	79.3342	68.7248	52.98105	36.22835	51.14545	89.8518	26.69035	93.52895	67.7555	75.64795	45.083	72.55335	20.71515	59.896025
JAM2	1164.58	1005.37	863.219	375.356	552.048	1392.89	819.725	471.746	1022.13	1065.98	651.818	880.825	1127.66	1059.12	639.393	584.591	435.299	1102.69	871.889	740.245	751.624
JAM3	1291.19	1732.05	1216.71	1894.81	1181.01	1496.21	1289.15	782.294	1673.89	1131.75	949.737	747.903	1206.01	1314.03	789.592	942.705	1047.3	1546.44	1286.27	1419.07	1040.97
JARID2	823.659	648.4855	652.24	1680.855	561.2535	588.384	616.2175	607.876	638.151	571.0425	833.613	567.6705	679.4795	656.778	567.8645	812.384	671.108	487.319	736.6425	641.061	582.7575
JMJD1C	900.406	551.355	700.99	619.144	407.384	1082.01	659.684	587.685	718.294	622.836	487.142	560.638	561.556	1041.99	697.91	293.961	503.276	415.058	476.497	441.98	329.548
JMJD4	269.623	268.323	164.619	245.891	248.33	281.539	226.929	198.331	195.755	235.553	169.891	138.352	181.445	173.309	114.262	138.7	189.381	210.122	136.618	81.924	146.302
JMJD6	312.0182	305.877333333333	207.697033333333	447.1878	189.235166666667	209.881133333333	191.363166666667	234.476066666667	191.224466666667	208.369266666667	223.242466666667	189.204566666667	268.4486	214.769566666667	326.428523333333	299.054733333333	262.678333333333	181.004266666667	287.831166666667	264.604066666667	401.672333333333
JOSD1	1168.06	776.412	835.569	752.303	767.951	882.511	546.301	564.238	998.721	673.274	892.698	910.51	927.103	958.952	756.734	665.758	478.084	698.177	817.303	694.027	855.654
JPH2	8.70252	7.04416	6.86041	8.20044	10.4185	5.81058	5.09159	4.82431	5.70826	4.25321	6.1703	4.11869	7.86188	3.95189	8.08252	13.5776	8.20146	5.19839	6.33777	9.44913	5.89846
JPH3	7.47169	35.2943	6.38457	74.8492	17.9835	36.1174	16.7131	50.1955	4.15476	6.48235	26.717	3.41684	44.6108	53.4539	6.76048	14.9961	14.0443	8.63685	10.3766	6.85042	29.7622
JRK	183.385255	187.5484	177.0838	150.1120275	171.155005	119.353235	153.811875	131.834145	155.052195	87.15272	149.47965	119.2589475	148.7251325	195.7028875	147.4884	170.10783	130.857855	163.3229875	220.812	220.9505	181.988625
JRKL	376.576	185.95	390.201	350.948	195.285	255.93	244.109	359.327	332.696	174.836	146.704	147.797	215.33	413.587	271.852	206.001	276.028	271.47	195.856	216.254	151.44
JTB	4292.91	4395.71666666667	4183.54	3098.46	5195.22	5421.04	5551.69666666667	5759.75333333333	5143.25333333333	5057.27666666667	6221.72666666667	5146.79666666667	6164.07	4995.93	5985.46666666667	3987.24666666667	4205.51666666667	4713.06666666667	4498.29	4523.38333333333	4523.21333333333
JUN	1415.4815	933.25925	2910.621	733.67675	497.260475	921.93125	572.963275	595.315425	680.04225	765.1965	212.867175	305.351625	1688.40375	1162.05375	486.76385	1195.7175	3677.01775	661.2975	3840.75125	4824.90675	1169.12475
JUNB	1959.63	1273.27	1819.68	3576.11	960.939	1014.61	679.601	866.52	562.516	1077.49	857.072	608.584	2973.64	820.017	924.858	1672.79	4656.52	1060.27	7994.15	7672.34	6598.29
JUND	3366.50233333333	2793.25733333333	2438.19766666667	1741.23566666667	1767.26033333333	1775.168	1630.14433333333	2065.86033333333	1638.58466666667	2175.27366666667	2108.10333333333	1708.54573333333	2416.66866666667	2217.09766666667	2337.04033333333	2691.47933333333	2969.30266666667	2540.02766666667	3942.511	4414.36	2954.786
JUP	390.914	269.469	331.793	33.9864	171.16	411.829	260.586	231.949	419.538	315.392	387.572	239.207	302.495	434.788	268.358	471.423	72.0425	460.477	550.233	463.111	227.211
KAL1	320.121	90.5726	271.898	228.301	335.806	681.805	1538.75	616.77	497.54	536.412	1327.33	1447.07	612.869	418.139	725.752	498.353	229	1542.87	1532.73	1898.72	577.883
KALRN	117.37	90.7902	114.4138	178.286	77.2074	61.31515	86.43115	63.0361	65.01325	57.139	60.72215	53.58875	75.3615	88.1141	47.96535	76.97315	159.8798	101.69025	34.33925	69.9125	115.52435
KANK1	492.181	360.048	1133.97	2245.71	456.424	1090.91	462.322	311.324	1568.11	401.133	485.077	391.462	546.706	683.187	1093.44	192.275	1213.26	395.966	412.799	423.577	524.553
KANK2	1297.0794	1939.63745	1529.0754	613.68795	1221.1304	2155.17455	1097.1135	1085.5815	2247.4946	1179.67823	1183.36115	1035.32153	802.07205	1871.7573	780.36375	1008.8855	721.422	1762.84395	1909.8656	1942.52735	1520.321
KANK3	132.973	70.3778	167.961	62.7928	16.7693	161.687	108.3	66.093	302.489	127.609	95.9751	55.6836	88.584	155.779	68.729	20.4327	98.0614	128.595	132.352	126.939	100.48
KANSL1L	96.6131	120.894	190.786	51.6881	97.2753	174.064	108.683	44.4717	153.204	104.427	37.2121	51.5453	96.0022	120.04	65.0995	101.006	122.311	94.9365	130.248	98.1986	95.8837
KANSL2	568.207	493.293	487.842	656.535	556.755	589.752	713.891	700.589	695.347	555.771	573.627	420.126	588.086	827.677	559.461	382.392	604.649	420.473	552.098	465.585	485.325
KANSL3	20.1674	17.1571	18.6748	17.5317	12.0209	13.8748	14.6992	11.0172	8.87786	8.84544	9.17793	8.71474	12.3364	5.6874	6.62931	9.6661	13.8848	8.74731	7.38844	7.32786	17.6723
KARS	3023.59	2921.065	3320.95	4425.07	4577.41	3017.28	3484.315	4206.775	3417.555	2318.27	3031.255	3352.03	2508.165	3046.87	2388.07	2958.1	4204.21	3428.82	2619.77	2609.775	2751.83
KAT2A	570.736	331.848	641.32	290.06	486.812	388.893	494.213	309.809	326.726	266.292	400.857	366.914	681.967	660.399	304.579	304.044	405.11	397.629	389.321	445.373	417.667
KAT2B	320.226	466.694	490.148	341.971	335.577	589.766	465.731	611.911	456.84	372.426	264.938	330.566	397.686	558.644	467.281	296.394	408.983	286.042	252.002	389.428	269.257
KAT5	782.228666666667	964.038666666667	716.466666666667	783.310666666667	794.053666666667	738.145	695.862333333333	625.020666666667	703.075	750.49	828.245333333333	781.505666666667	702.77	687.333	703.581	810.157333333333	640.980333333333	730.127333333333	802.806333333333	713.260666666667	800.434
KAT6A	733.197865	585.09022	652.570425	903.2792	789.039515	907.38775	764.36027	726.26955	1214.6403	822.535	1212.635275	985.686355	991.024455	842.9226	748.538095	571.05635	777.1553	710.31655	654.9363	686.654	673.8127
KAT6B	258.9985	281.9625	311.50075	173.45025	327.71425	440.9945	317.9985	226.809675	423.05675	265.49075	274.535	296.45125	360.87775	358.5765	330.505	322.5765	230.958	323.2065	383.31275	440.9065	313.5635
KAT7	499.832	635.69	499.241	419.151	746.885	824.593	735.986	630.05	896.674	548.333	534.471	556.655	552.262	767.937	470.848	422.48	453.551	514.562	535.841	498.858	468.294
KAT8	306.044	289.16	338.3615	312.3535	326.8355	350.1415	363.0785	307.523	344.982	281.103	350.69	274.6925	299.984	374.7365	293.6655	282.05	289.401	349.276	341.5745	339.7765	252.991
KATNA1	559.993	656.58	500.865	616.469	712.021	600.128	579.358	508.274	613.692	589.204	678.99	608.495	563.021	580.374	450.168	712.03	579.999	502.202	561.414	511.866	697.53
KATNB1	251.04465	329.70935	245.8313	291.6584	381.551	316.48475	314.081	254.8249	336.1634	282.99485	440.58	332.8185	420.4335	306.45675	318.58925	262.8835	267.73885	277.6235	302.1755	284.699	259.0095
KATNBL1	265.396	149.597	257.144	416.52	183.792	260.46	286.97	353.004	273.17	170.333	114.603	187.355	199.853	395.59	243.813	185.994	300.348	177.881	134.847	123.067	150.245
KAZALD1	105.33885	295.9535	197.122	182.4727	203.3725	145.1946	153.14715	159.71665	140.894	86.2017	165.2305	161.38555	101.76855	164.69	65.2211	130.681	158.51	339.144	382.5245	336.8525	139.83975
KAZN	317.5287	153.700866666667	193.463733333333	317.817	186.9098	232.588666666667	162.237233333333	262.4992	181.523633333333	111.466033333333	126.7503	129.767533333333	194.5538	176.0348	172.4103	133.6891	241.639133333333	247.788733333333	371.815	358.980466666667	339.195566666667
KBTBD11	103.269	15.3772	52.2381	69.2208	17.5784	50.8168	43.3241	8.90314	91.2307	103.18	61.9728	73.023	151.843	88.5129	39.1127	51.1258	22.8193	37.8152	83.007	70.9772	7.55712
KBTBD2	838.712	833.443	710.488	793.877	828.462	1110.83	913.837	996.652	1024.48	870.637	1009.68	910.743	1093.84	935.308	1037.32	843.888	580.21	888.043	936.602	780.027	1106.27
KBTBD4	82.3996	92.3977	103.707	27.2856	62.2842	120.121	18.8201	23.8225	81.6589	109.264	216.929	142.003	39.6818	33.9406	51.0825	23.8071	27.4517	31.5546	25.5085	24.2392	19.2657
KCMF1	1678.37	1922.03	1962.08	2528.8	2098.55	1759.7	1825.08	2050.27	1770.04	1853.77	2064.35	1793.62	1613.42	1814.24	1988.8	1731.17	1885.38	1039.77	1402.59	1239.54	1799.14
KCNA1	88.393	159.122	16.2767	42.1926	27.2343	91.7843	87.2819	24.6372	58.7273	30.8255	10.7782	58.7731	119.603	53.263	17.5814	96.6184	138.767	65.2675	44.882	18.6661	64.2879
KCNA10	9.99324	7.39785	9.17281	12.4628	13.4393	9.40778	10.4357	7.34427	6.53229	8.51726	5.39686	37.0494	8.62164	10.6432	10.3647	13.7402	7.41532	8.71679	33.3775	13.7807	33.5463
KCNA2	26.4387	44.2842	6.06617	22.9583	22.8248	12.9031	6.3376	6.06957	6.30358	109.565	44.9554	4.13442	44.2086	20.1688	19.7389	45.4483	47.333	38.1145	6.98919	68.4328	6.66869
KCNA3	17.8781	20.9021	29.3937	32.8405	40.947	13.6358	113.086	84.7852	10.0149	77.3924	89.8582	63.3952	24.8364	15.9369	44.8449	18.7531	35.7495	15.5516	21.6838	18.2299	15.1677
KCNA4	52.4747	16.4272	25.9441	89.8189	22.0237	18.4696	22.774	20.225	19.7372	21.0289	20.8673	23.3261	35.8117	17.0251	24.9564	48.4414	29.3125	13.9157	11.1248	32.1237	25.3017
KCNA5	7.54313	9.73012	16.9607	11.9619	24.2961	112.555	11.5224	11.9702	251.033	44.5162	8.84529	3.9608	126.42	5.48199	7.09279	9.31748	11.287	65.3569	8.57382	6.74605	7.26132
KCNAB1	62.3577675	86.7725	169.8714	40.075395	55.175125	117.200925	67.570075	55.221125	395.0195	37.972925	50.87435	54.792125	54.05115	69.700125	32.1533075	27.12042	155.9031	103.70815	104.462525	51.34475	58.978225
KCNAB2	291.67945	269.55355	169.25285	162.44955	301.5771	169.68845	188.14625	306.2196	257.88305	252.70907	505.881	358.5075	221.11495	235.33175	320.4071	498.7335	168.0381	568.78005	511.0892	496.05675	625.185
KCNAB3	73.4717	88.1765	75.4649	101.011	49.8516	38.5328	119.001	64.6249	40.9754	64.974	65.152	72.032	117.838	91.9088	98.5208	92.9039	91.1097	36.2581	63.4121	41.5924	34.1463
KCNB1	87.68085	101.5223	129.41	134.42445	128.0335	101.24515	116.764	71.6685	119.068	109.1639	69.0954	72.0402	134.374	116.93925	101.40845	148.472	119.684	81.6098	111.32535	106.99705	119.77495
KCNB2	67.23645	52.928295	62.324735	80.4549	111.724	33.4786	90.1446	41.91125	66.76045	65.03885	27.92865	24.841	52.02023	69.4658	39.83095	43.7506	85.717335	51.2139	30.9065	88.22285	33.19878
KCNC1	19.406	25.6693	78.5819	19.9513	110.368	55.3084	83.1838	50.2193	13.391	44.3336	29.2919	29.2672	97.7547	77.1726	74.1241	21.4581	74.6682	72.3718	39.5194	13.0797	75.6438
KCNC2	15.9818	71.492	49.2162	58.4205	10.5839	6.92268	8.05563	10.9944	30.9074	6.16617	23.5091	12.7329	14.3503	37.3942	5.60136	69.0545	14.4313	25.0549	66.0706	34.8543	34.1671
KCNC3	126.426	80.9371	84.9964	71.13	110.79	21.4121	76.0833	18.6117	64.0604	18.705	13.1026	70.1154	128.39	85.6319	26.3237	74.6097	115.263	62.5503	18.9202	45.4509	11.7839
KCNC4	73.8906	112.495	114.423	31.4436	84.869	83.4549	36.5387	25.2537	51.3311	67.0346	21.2644	35.9626	20.5724	97.6277	28.7267	74.9316	90.376	97.7519	81.2143	90.2349	112.321
KCND1	77.3505	22.4848	23.7708	29.615	19.43	39.6697	80.4425	26.6116	48.5505	48.0609	49.8982	41.9399	28.7954	82.1508	34.965	117.289	14.1045	110.495	69.5457	61.3678	69.2505
KCND2	14.6491	36.8766	35.6568	32.0745	56.7946	40.6133	56.3365	17.1177	21.9248	20.8168	42.4608	24.4178	29.597	18.7516	49.1362	18.3666	34.2977	17.8085	18.4952	13.8814	40.4977
KCND3	155.4106	96.7646875	131.7036775	321.691275	317.576625	117.908625	396.3299	207.07885	153.35305	145.1217	177.656975	168.479975	128.545575	83.345375	196.739525	166.87	197.7437	111.170275	137.8431	138.9617	122.97295
KCNE1	14.3369	87.001	53.6216	46.0608	47.1555	56.3737	64.2401	48.6103	20.5455	53.8337	24.044	10.6648	84.4799	51.9595	75.6708	75.7315	84.0311	39.5741	57.1211	60.0234	73.9532
KCNE1L	49.5153	22.4046	14.2515	26.6706	39.447	35.6178	17.7574	76.2799	15.757	78.3504	13.2727	34.3293	51.6314	21.7882	56.1343	44.6108	32.8337	9.53011	4.59303	13.1905	14.3664
KCNE2	26.4934	17.1296	31.1223	11.662	38.8091	12.8947	12.9509	23.2637	22.5511	19.0419	8.21774	15.2345	15.8307	21.3034	19.5271	15.7431	17.8373	9.43125	24.4546	10.1785	11.8341
KCNE4	659.772	512.396	342	155.867	215.655	541.149	280.305	199.715	210.553	438.256	134.751	282.054	366.904	247.247	185.313	252.182	336.454	254.489	225.798	184.534	490.093
KCNF1	73.6982	57.9211	44.3204	20.4777	17.1759	15.0435	17.9806	6.70308	11.2695	33.9697	5.67279	5.78554	22.8373	7.09884	6.78443	67.3319	76.3921	49.0229	76.8535	13.1683	56.724
KCNG1	12.6779	9.10295	9.25858	12.2515	11.2563	7.31577	5.513065	6.572405	5.474035	12.798805	17.2802	9.596845	10.12901	15.94642	14.167535	18.17035	11.704865	10.444595	11.7846	12.25615	13.22815
KCNG2	18.9868	10.9238	5.98775	6.32121	27.3173	13.1974	13.6285	14.5163	5.71128	7.83111	53.2595	9.21821	10.1209	14.5678	11.235	8.7002	14.5106	9.41276	7.40097	6.92053	7.00918
KCNH1	9.57365	29.3532	4.15677	19.8957	6.89157	5.47138	3.87967	5.16737	4.13334	4.53659	5.72739	4.02884	9.05269	6.21675	6.5173	8.90734	18.3322	5.27135	8.4788	6.13991	4.78462
KCNH2	107.3068	111.9033	78.597765	102.0648	132.2023	62.0154	105.13935	92.3645	64.68955	112.7838	103.4078	83.40878	118.7129	97.1584	93.86195	136.4666	119.8734	110.5395	186.369	146.40395	106.5231
KCNH4	101.225	140.11	92.4755	153.765	136.036	69.67	134.138	123.445	92.023	114.022	71.5556	82.5204	125.221	105.429	95.2673	115.867	66.5676	89.431	142.849	128.499	146.14
KCNH6	18.26441	22.49083	20.57285	10.65569	21.39384	15.03481	10.9600033333333	12.3380133333333	15.0170833333333	12.5655766666667	17.2034366666667	6.71732	16.1459933333333	28.4981633333333	12.85862	14.7397233333333	15.9485833333333	8.40086	10.1463133333333	22.09074	15.8827933333333
KCNIP1	92.5043	113.781	66.625	84.3198	115.604	86.9223	75.0733	70.4186	49.8763	93.4197	66.5233	58.5813	126.258	78.6563	69.7903	30.3355	106.57	57.3101	46.4733	46.4675	52.4794
KCNIP2	15.0653	71.8864	189.446	94.6387	97.6487	21.9365	46.1357	44.9856	73.2973	43.0833	99.3167	45.1842	17.9117	26.6734	97.8362	121.939	182.307	140.537	145.023	150.34	122.103
KCNJ1	10.629695	18.1607	24.2926	15.31805	20.5559	12.041	16.52715	9.56635	19.483755	24.8851	17.74306	9.983015	19.31795	8.8692	10.964325	47.5793	13.2951	12.28166	30.3357	18.42275	18.08018
KCNJ10	85.3247	114.402	70.9798	76.7712	111.51	68.833	76.81	33.0968	73.4374	3.88555	22.0948	57.9422	64.8839	52.4842	75.7686	78.6317	88.3113	42.5048	50.3454	69.2453	100.532
KCNJ13	6.65654	36.6549	9.15289	13.58968	11.336875	5.864778	25.44557	6.35237	15.41908	5.29972	18.15006	8.845505	13.48863	8.892205	10.92264	12.78172	18.544385	2.16239	12.91645	7.37163	20.19792
KCNJ14	85.9356	109.662	107.825	141.935	132.05	104.235	130.579	93.7706	67.8972	63.3114	63.6775	46.4801	82.7669	76.208	66.6183	120.474	112.144	53.5078	53.6071	93.5071	61.8279
KCNJ15	553.7995	380.939	473.5685	1337.3905	489.1535	458.7135	310.699	170.884	442.385	295.5215	151.839	346.9515	304.7185	211.9135	304.044	418.368	318.716	226.061	241.207	176.769	496.475
KCNJ16	47.4564	56.4182	21.7817	49.7655	61.1099	58.4865	33.3555	38.9661	13.0145	40.8803	29.5825	27.1336	45.5014	48.8702	59.9878	54.6834	59.6003	6.77567	36.2182	33.9046	2.8513
KCNJ2	321.447	469.077	239.915	893.164	510.03	498.639	745.971	649.485	288.812	592.829	174.234	696.112	311.453	527.26	396.135	641.164	108.294	118.898	214.137	173.02	376.754
KCNJ3	38.16294	18.767495	52.795325	59.71797	43.2718	47.9228	62.27695	39.86285	24.750945	39.3135	12.82085	24.118825	43.676795	63.858665	53.73525	37.03238	76.107515	17.251865	36.3291	36.396285	31.90928
KCNJ4	44.23535	29.85735	25.5919	29.467235	34.17023	13.65632	19.0502	46.3375	10.860685	11.75771	24.995405	23.111735	19.05145	31.89975	17.207145	45.15295	45.8574	20.14974	46.0109	48.45205	61.11305
KCNJ5	112.09835	115.6018	96.784775	61.42925	100.2937	104.5136	158.240275	91.13425	91.724475	167.63485	92.8603	105.27845	102.446025	99.30585	103.2338725	150.2457	95.216375	246.281	184.834	138.048025	260.56955
KCNJ6	179.432	13.9919	24.8007	27.2877	29.616	51.7665	49.5814	16.7886	21.9927	183.466	9.90779	196.048	31.8271	62.5706	131.992	148.753	59.1592	191.424	22.936	35.7696	60.1536
KCNJ8	862.9365	300.1695	765.811	52.66025	637.7015	444.9255	540.4515	529.6905	646.0555	280.892	290.616	235.9805	513.834	587.74	236.61	371.8235	95.9715	454.839	305.8025	267.956	333.9865
KCNJ9	67.967	86.0629	56.3741	92.2828	19.1272	51.1012	126.808	62.1339	34.9	16.8724	9.39061	10.0728	85.5584	70.4504	37.2041	78.3897	135.135	53.9421	41.7495	54.1961	14.6244
KCNK1	350.55885	203.06315	237.2611	234.5755	174.37325	301.811	190.40175	103.9593	313.1715	134.5576	62.46555	162.3238	127.7489	267.79065	135.275	184.229	172.81685	182.1965	101.07505	119.8507	289.7225
KCNK10	73.4727	53.1795	67.3009	96.6444	69.7021	40.2893	88.6926	43.5576	83.675	33.6516	45.9705	28.1687	44.2152	79.5865	73.7766	66.1803	68.3693	163.927	144.845	162.544	48.7598
KCNK12	85.6277	6.00753	2.3922	5.91308	2.32369	8.81999	6.61589	3.7769	5.42094	2.31455	32.4886	3.98152	8.45648	7.08179	2.71646	1.98496	3.43308	1.85237	4.5971	3.45992	2.58154
KCNK13	25.5195	9.41151	19.6482	31.9084	4.55288	6.8291	64.701	51.1171	27.5487	36.308	16.9229	32.7961	15.1836	43.3166	56.5131	30.9177	52.2389	4.43746	2.6975	21.1579	12.9528
KCNK15	12.4704	9.36531	99.5875	10.7313	80.5373	65.2083	13.8611	8.04794	78.8025	12.2732	29.6674	53.9812	13.6382	17.2992	63.4767	21.9643	85.6266	8.59501	5.66375	7.91443	16.5859
KCNK2	162.502	88.7757	107.255	19.1303	374.015	217.244	203.012	118.41	164.12	380.488	113.457	254.532	136.246	300.571	236.005	156.236	119.192	178.566	146.565	222.745	219.579
KCNK3	76.9963	228.692	480.88	643.438	100.213	72.6808	110.203	87.6409	167.703	42.4378	177.063	21.6087	148.325	77.0936	76.8071	88.6584	172.159	113.865	207.24	189.179	386.772
KCNK5	109.988	203.513	228.449	207.929	165.047	135.975	158.983	144.173	169.062	87.73	177.343	94.8945	110.518	128.992	95.7796	100.077	201.836	130.488	130.37	90.5503	196.452
KCNK7	22.8194	18.9599	23.0132	29.6199	14.7831	13.4156	15.323	11.6469	14.9917	8.84464	9.05128	11.8103	14.4914	18.95	11.9453	15.3446	22.4374	18.0001	20.6886	25.0477	69.6586
KCNMA1	231.30045	786.395233333333	214.022626666667	296.714466666667	748.991266666667	872.044033333333	169.394633333333	427.806766666667	730.499033333333	380.305433333333	309.494133333333	492.384866666667	277.740766666667	649.748066666667	429.7094	452.6445	255.185333333333	581.714566666667	431.2371	486.4092	396.064666666667
KCNMB1	356.052	460.451	263.131	366.637	795.872	796.952	878.196	541.469	1138.81	337.156	466.238	743.922	614.951	630.047	868.215	785.606	371.313	887.693	415.728	501.699	504.918
KCNMB2	120.409	176.847	129.242	180.151	134.663	130.531	141.464	47.5652	65.5564	87.8352	89.8555	125.726	73.61	105.973	111.251	132.727	163.24	44.7941	60.2753	114.978	82.2702
KCNMB3	119.722	25.4864	99.7546	34.8594	108.238	149.217	124.739	87.3737	87.1001	121.135	67.6175	93.5582	88.8118	70.1048	152.314	33.0434	88.9779	65.1122	25.9321	12.7416	93.3904
KCNMB4	276.648	289.997	252.951	297.427	293.3	237.483	305.946	234.148	278.798	178.574	217.345	175.909	283.433	280.507	276.422	278.786	237.644	114.103	126.568	179.012	194.879
KCNN1	177.937	132.147	109.607	55.8476	245.033	141.512	66.4979	122.302	127.753	75.5447	111.222	79.1292	185.27	210.143	148.017	182.721	171.471	98.764	94.9696	74.1459	196.64
KCNN2	30.6784	49.576	19.4766	53.7613	59.5141	57.3173	27.0815	55.5712	38.4888	55.096	34.0969	9.46597	38.554	38.3989	31.0842	9.55206	42.6067	42.2065	67.6475	49.4313	55.7406
KCNN3	16.70955	6.95504	9.76771	10.707785	11.5865	214.0105	9.42827	9.60213	45.060885	72.64715	67.71375	46.50346	48.03455	41.5469	141.05935	11.1409	8.793255	69.25715	23.93373	12.42697	8.03426
KCNN4	113.861	268.51	143.345	976.28	492.892	572.878	429.928	610.322	277.354	365.123	668.432	261.757	360.743	354.618	535.915	864.857	175.574	300.786	312.387	254.627	335.026
KCNQ1	75.81655	213.4381	96.0729	84.42165	90.6525	139.24285	149.01085	201.98185	73.7351	133.57545	110.07115	184.38175	50.16515	145.9541	152.37825	145.26125	125.6837	92.04045	107.70535	101.3942	160.1965
KCNQ1DN	23.7204	23.0332	15.6076	26.6777	11.1848	36.2393	10.5816	9.66862	9.43857	35.0228	22.8968	10.4201	25.4874	37.6486	22.7134	27.7603	19.4457	17.1277	36.0757	87.9645	27.3949
KCNQ2	33.2962733333333	17.6257666666667	25.39296	16.0400333333333	40.4009333333333	61.34581	55.40903	49.8511666666667	50.54772	43.54566	35.5362166666667	12.0155666666667	57.3164233333333	56.31514	47.3772166666667	23.6250666666667	25.9235333333333	19.53439	25.5555266666667	18.0892666666667	30.6010333333333
KCNQ3	122.973	126.871	102.442	148.272	116.703	73.973	96.723	83.2781	70.2123	79.926	34.8494	26.4906	82.7161	74.0209	115.133	65.2501	85.3471	12.7166	100.745	85.3214	113.35
KCNQ4	64.2698	7.59346	73.899	44.9194	7.8117	10.2446	17.4214	9.35517	19.9034	52.5377	45.0609	11.2691	8.70484	31.4911	7.77938	99.2888	98.8708	69.9278	95.7081	130.373	87.146
KCNS1	321.821	242.58	310.331	189.236	92.1486	208.702	170.028	244.99	158.716	230.065	85.2648	98.918	316.415	142.149	182.299	190.189	248.632	237.601	157.873	155.735	198.302
KCNS3	158.519	264.193	157.055	105.688	207.585	344.016	293.168	196.211	372.019	231.578	76.4952	260.511	142.705	338.314	95.7098	267.921	153.302	215.497	216.123	137.877	99.1327
KCNV1	24.8431	29.48603	40.8989	8.78437	10.032375	18.365985	20.29373	4.908965	2.4906	4.765045	13.68375	13.5573	20.16278	5.42268	4.17781	33.18465	48.6751	7.17429	5.383305	8.249045	5.771075
KCNV2	22.1196	58.6086	6.89363	66.3588	78.7766	2.83727	43.308	36.7578	2.30286	31.6017	47.5788	12.1826	9.86087	45.3656	19.2681	40.1604	37.8541	12.4564	4.08638	2.20335	10.2593
KCTD12	2661.935	3134.015	3863.1	2235.23	2513.355	3083.855	3233.365	2927.88	2454.07	3395.975	2214.285	3478.695	2142.98	2903.97	2754.005	2664.635	3563.07	3577.1	3268.74	3142.045	2598.86
KCTD13	219.3445	123.1115	131.6205	264.585	138.274	117.9768	166.773	139.632	160.0245	105.8963	194.425	132.3885	231.324	218.123	215.7265	204.0525	206.9475	210.663	308.85	300.6885	274.789
KCTD15	301.423	176.273	185.939	186.163	104.408	97.7232	141.479	86.5254	121.64	148.469	84.3822	126.717	187.234	222.873	121.007	151.611	178.997	177.819	186.156	145.597	160.969
KCTD17	117.828	123.602	89.3764	93.1574	263.908	126.281	119.618	175.924	87.0116	182.125	183.75	142.871	92.7025	139.373	150.319	277.203	23.341	216.638	113.376	61.9377	235.469
